relationship_id,source_type,source_id,target_type,target_id,relationship_type,timestamp,metadata
R00227,transaction,T00030,merchant,M0003,PURCHASED_AT,2024-04-02T20:50:44.406794,{}
R00228,transaction,T00031,account,A0037,INITIATED_BY,2024-01-07T07:10:00.146744,{}
R00229,transaction,T00031,merchant,M0028,PURCHASED_AT,2024-01-07T07:10:00.146744,{}
R00230,transaction,T00032,account,A0094,INITIATED_BY,2024-04-19T12:31:54.971563,{}
R00231,transaction,T00032,merchant,M0012,PURCHASED_AT,2024-04-19T12:31:54.971563,{}
R00232,transaction,T00033,account,A0096,INITIATED_BY,2024-04-05T19:58:25.411417,{}
R00233,transaction,T00033,merchant,M0015,PURCHASED_AT,2024-04-05T19:58:25.411417,{}
R00234,transaction,T00034,account,A0072,INITIATED_BY,2024-06-14T08:25:43.122909,{}
R00235,transaction,T00034,merchant,M0008,PURCHASED_AT,2024-06-14T08:25:43.122909,{}
R00236,transaction,T00035,account,A0067,INITIATED_BY,2024-06-03T08:40:38.659546,{}
R00237,transaction,T00035,merchant,M0023,PURCHASED_AT,2024-06-03T08:40:38.659546,{}
R00238,transaction,T00036,account,A0114,INITIATED_BY,2024-02-22T13:20:01.522993,{}
R00239,transaction,T00036,merchant,M0003,PURCHASED_AT,2024-02-22T13:20:01.522993,{}
R00240,transaction,T00037,account,A0045,INITIATED_BY,2024-06-27T07:24:56.818785,{}
R00241,transaction,T00037,merchant,M0026,PURCHASED_AT,2024-06-27T07:24:56.818785,{}
R00242,transaction,T00038,account,A0127,INITIATED_BY,2024-03-25T14:24:39.477179,{}
R00243,transaction,T00038,merchant,M0001,PURCHASED_AT,2024-03-25T14:24:39.477179,{}
R00244,transaction,T00039,account,A0023,INITIATED_BY,2024-05-19T05:15:02.904580,{}
R00245,transaction,T00039,merchant,M0003,PURCHASED_AT,2024-05-19T05:15:02.904580,{}
R00246,transaction,T00040,account,A0082,INITIATED_BY,2024-04-03T15:24:42.808844,{}
R00247,transaction,T00040,merchant,M0021,PURCHASED_AT,2024-04-03T15:24:42.808844,{}
R00248,transaction,T00041,account,A0142,INITIATED_BY,2024-01-24T08:31:09.007211,{}
R00249,transaction,T00041,merchant,M0021,PURCHASED_AT,2024-01-24T08:31:09.007211,{}
R00250,transaction,T00042,account,A0015,INITIATED_BY,2024-01-30T19:16:13.278154,{}
R00251,transaction,T00042,merchant,M0027,PURCHASED_AT,2024-01-30T19:16:13.278154,{}
R00252,transaction,T00043,account,A0058,INITIATED_BY,2024-02-21T09:54:21.095240,{}
R00253,transaction,T00043,merchant,M0012,PURCHASED_AT,2024-02-21T09:54:21.095240,{}
R00254,transaction,T00044,account,A0142,INITIATED_BY,2024-04-06T13:25:42.820730,{}
R00255,transaction,T00044,merchant,M0009,PURCHASED_AT,2024-04-06T13:25:42.820730,{}
R00256,transaction,T00045,account,A0149,INITIATED_BY,2024-06-12T06:17:30.775893,{}
R00257,transaction,T00045,merchant,M0005,PURCHASED_AT,2024-06-12T06:17:30.775893,{}
R00258,transaction,T00046,account,A0145,INITIATED_BY,2024-05-18T19:40:11.639930,{}
R00259,transaction,T00046,merchant,M0002,PURCHASED_AT,2024-05-18T19:40:11.639930,{}
R00260,transaction,T00047,account,A0008,INITIATED_BY,2024-04-26T04:26:42.953008,{}
R00261,transaction,T00047,merchant,M0016,PURCHASED_AT,2024-04-26T04:26:42.953008,{}
R00262,transaction,T00048,account,A0104,INITIATED_BY,2024-01-29T14:42:05.262603,{}
R00263,transaction,T00048,merchant,M0010,PURCHASED_AT,2024-01-29T14:42:05.262603,{}
R00264,transaction,T00049,account,A0053,INITIATED_BY,2024-05-10T00:34:06.142542,{}
R00265,transaction,T00049,merchant,M0011,PURCHASED_AT,2024-05-10T00:34:06.142542,{}
R00266,transaction,T00050,account,A0034,INITIATED_BY,2024-02-27T18:14:21.877927,{}
R00267,transaction,T00050,merchant,M0025,PURCHASED_AT,2024-02-27T18:14:21.877927,{}
R00268,transaction,T00051,account,A0116,INITIATED_BY,2024-06-29T06:29:28.038475,{}
R00269,transaction,T00051,merchant,M0008,PURCHASED_AT,2024-06-29T06:29:28.038475,{}
R00270,transaction,T00052,account,A0079,INITIATED_BY,2024-02-08T22:35:14.537234,{}
R00271,transaction,T00052,merchant,M0016,PURCHASED_AT,2024-02-08T22:35:14.537234,{}
R00272,transaction,T00053,account,A0073,INITIATED_BY,2024-05-01T17:25:46.209926,{}
R00273,transaction,T00053,merchant,M0016,PURCHASED_AT,2024-05-01T17:25:46.209926,{}
R00274,transaction,T00054,account,A0028,INITIATED_BY,2024-03-07T04:56:17.041864,{}
R00275,transaction,T00054,merchant,M0014,PURCHASED_AT,2024-03-07T04:56:17.041864,{}
R00276,transaction,T00055,account,A0103,INITIATED_BY,2024-04-10T03:12:01.415672,{}
R00277,transaction,T00055,merchant,M0002,PURCHASED_AT,2024-04-10T03:12:01.415672,{}
R00278,transaction,T00056,account,A0116,INITIATED_BY,2024-04-22T19:21:41.103428,{}
R00279,transaction,T00056,merchant,M0025,PURCHASED_AT,2024-04-22T19:21:41.103428,{}
R00280,transaction,T00057,account,A0025,INITIATED_BY,2024-01-27T02:41:50.672755,{}
R00281,transaction,T00057,merchant,M0013,PURCHASED_AT,2024-01-27T02:41:50.672755,{}
R00282,transaction,T00058,account,A0129,INITIATED_BY,2024-03-23T17:09:29.885489,{}
R00283,transaction,T00058,merchant,M0002,PURCHASED_AT,2024-03-23T17:09:29.885489,{}
R00284,transaction,T00059,account,A0036,INITIATED_BY,2024-03-12T02:59:41.026891,{}
R00285,transaction,T00059,merchant,M0011,PURCHASED_AT,2024-03-12T02:59:41.026891,{}
R00286,transaction,T00060,account,A0077,INITIATED_BY,2024-04-06T08:29:03.195531,{}
R00287,transaction,T00060,merchant,M0019,PURCHASED_AT,2024-04-06T08:29:03.195531,{}
R00288,transaction,T00061,account,A0005,INITIATED_BY,2024-03-16T09:27:03.349489,{}
R00289,transaction,T00061,merchant,M0012,PURCHASED_AT,2024-03-16T09:27:03.349489,{}
R00290,transaction,T00062,account,A0007,INITIATED_BY,2024-05-21T16:56:05.779601,{}
R00291,transaction,T00062,merchant,M0020,PURCHASED_AT,2024-05-21T16:56:05.779601,{}
R00292,transaction,T00063,account,A0014,INITIATED_BY,2024-05-10T12:49:05.650760,{}
R00293,transaction,T00063,merchant,M0019,PURCHASED_AT,2024-05-10T12:49:05.650760,{}
R00294,transaction,T00064,account,A0063,INITIATED_BY,2024-02-04T12:46:01.632289,{}
R00295,transaction,T00064,merchant,M0002,PURCHASED_AT,2024-02-04T12:46:01.632289,{}
R00296,transaction,T00065,account,A0039,INITIATED_BY,2024-05-20T06:28:46.844580,{}
R00297,transaction,T00065,merchant,M0014,PURCHASED_AT,2024-05-20T06:28:46.844580,{}
R00298,transaction,T00066,account,A0016,INITIATED_BY,2024-02-28T20:00:54.639168,{}
R00299,transaction,T00066,merchant,M0023,PURCHASED_AT,2024-02-28T20:00:54.639168,{}
R00300,transaction,T00067,account,A0081,INITIATED_BY,2024-04-08T21:00:39.111838,{}
R00301,transaction,T00067,merchant,M0006,PURCHASED_AT,2024-04-08T21:00:39.111838,{}
R00302,transaction,T00068,account,A0050,INITIATED_BY,2024-06-19T09:48:47.567687,{}
R00303,transaction,T00068,merchant,M0008,PURCHASED_AT,2024-06-19T09:48:47.567687,{}
R00304,transaction,T00069,account,A0054,INITIATED_BY,2024-03-04T03:12:03.559430,{}
R00305,transaction,T00069,merchant,M0023,PURCHASED_AT,2024-03-04T03:12:03.559430,{}
R00306,transaction,T00070,account,A0147,INITIATED_BY,2024-03-12T09:50:56.354294,{}
R00307,transaction,T00070,merchant,M0022,PURCHASED_AT,2024-03-12T09:50:56.354294,{}
R00308,transaction,T00071,account,A0038,INITIATED_BY,2024-02-08T17:33:31.299431,{}
R00309,transaction,T00071,merchant,M0010,PURCHASED_AT,2024-02-08T17:33:31.299431,{}
R00310,transaction,T00072,account,A0144,INITIATED_BY,2024-05-14T02:25:49.449845,{}
R00311,transaction,T00072,merchant,M0023,PURCHASED_AT,2024-05-14T02:25:49.449845,{}
R00312,transaction,T00073,account,A0136,INITIATED_BY,2024-03-15T19:22:52.082809,{}
R00313,transaction,T00073,merchant,M0008,PURCHASED_AT,2024-03-15T19:22:52.082809,{}
R00314,transaction,T00074,account,A0036,INITIATED_BY,2024-06-08T09:31:57.195147,{}
R00315,transaction,T00074,merchant,M0001,PURCHASED_AT,2024-06-08T09:31:57.195147,{}
R00316,transaction,T00075,account,A0052,INITIATED_BY,2024-04-26T21:46:49.999135,{}
R00317,transaction,T00075,merchant,M0025,PURCHASED_AT,2024-04-26T21:46:49.999135,{}
R00318,transaction,T00076,account,A0060,INITIATED_BY,2024-01-07T18:01:24.899186,{}
R00319,transaction,T00076,merchant,M0018,PURCHASED_AT,2024-01-07T18:01:24.899186,{}
R00320,transaction,T00077,account,A0046,INITIATED_BY,2024-06-18T12:37:42.194333,{}
R00321,transaction,T00077,merchant,M0030,PURCHASED_AT,2024-06-18T12:37:42.194333,{}
R00322,transaction,T00078,account,A0003,INITIATED_BY,2024-06-26T22:07:31.623901,{}
R00323,transaction,T00078,merchant,M0010,PURCHASED_AT,2024-06-26T22:07:31.623901,{}
R00324,transaction,T00079,account,A0140,INITIATED_BY,2024-06-03T01:00:12.615778,{}
R00325,transaction,T00079,merchant,M0017,PURCHASED_AT,2024-06-03T01:00:12.615778,{}
R00326,transaction,T00080,account,A0029,INITIATED_BY,2024-02-16T13:33:31.102981,{}
R00327,transaction,T00080,merchant,M0011,PURCHASED_AT,2024-02-16T13:33:31.102981,{}
R00328,transaction,T00081,account,A0087,INITIATED_BY,2024-02-04T23:05:33.481899,{}
R00329,transaction,T00081,merchant,M0026,PURCHASED_AT,2024-02-04T23:05:33.481899,{}
R00330,transaction,T00082,account,A0104,INITIATED_BY,2024-03-13T13:13:10.644065,{}
R00331,transaction,T00082,merchant,M0027,PURCHASED_AT,2024-03-13T13:13:10.644065,{}
R00332,transaction,T00083,account,A0036,INITIATED_BY,2024-02-17T04:51:04.476860,{}
R00333,transaction,T00083,merchant,M0016,PURCHASED_AT,2024-02-17T04:51:04.476860,{}
R00334,transaction,T00084,account,A0069,INITIATED_BY,2024-01-03T01:40:36.585622,{}
R00335,transaction,T00084,merchant,M0011,PURCHASED_AT,2024-01-03T01:40:36.585622,{}
R00336,transaction,T00085,account,A0016,INITIATED_BY,2024-03-14T09:07:47.160245,{}
R00337,transaction,T00085,merchant,M0022,PURCHASED_AT,2024-03-14T09:07:47.160245,{}
R00338,transaction,T00086,account,A0080,INITIATED_BY,2024-02-09T15:53:40.712867,{}
R00339,transaction,T00086,merchant,M0023,PURCHASED_AT,2024-02-09T15:53:40.712867,{}
R00340,transaction,T00087,account,A0117,INITIATED_BY,2024-05-07T01:13:49.862859,{}
R00341,transaction,T00087,merchant,M0024,PURCHASED_AT,2024-05-07T01:13:49.862859,{}
R00342,transaction,T00088,account,A0056,INITIATED_BY,2024-06-07T00:53:55.298655,{}
R00343,transaction,T00088,merchant,M0025,PURCHASED_AT,2024-06-07T00:53:55.298655,{}
R00344,transaction,T00089,account,A0136,INITIATED_BY,2024-01-21T07:26:05.965576,{}
R00345,transaction,T00089,merchant,M0023,PURCHASED_AT,2024-01-21T07:26:05.965576,{}
R00346,transaction,T00090,account,A0052,INITIATED_BY,2024-06-03T15:53:13.978045,{}
R00347,transaction,T00090,merchant,M0019,PURCHASED_AT,2024-06-03T15:53:13.978045,{}
R00348,transaction,T00091,account,A0053,INITIATED_BY,2024-04-02T09:04:13.936507,{}
R00349,transaction,T00091,merchant,M0023,PURCHASED_AT,2024-04-02T09:04:13.936507,{}
R00350,transaction,T00092,account,A0132,INITIATED_BY,2024-03-24T16:34:16.896468,{}
R00351,transaction,T00092,merchant,M0014,PURCHASED_AT,2024-03-24T16:34:16.896468,{}
R00352,transaction,T00093,account,A0102,INITIATED_BY,2024-04-14T16:11:02.887499,{}
R00353,transaction,T00093,merchant,M0009,PURCHASED_AT,2024-04-14T16:11:02.887499,{}
R00354,transaction,T00094,account,A0017,INITIATED_BY,2024-05-19T04:24:52.703506,{}
R00355,transaction,T00094,merchant,M0018,PURCHASED_AT,2024-05-19T04:24:52.703506,{}
R00356,transaction,T00095,account,A0098,INITIATED_BY,2024-04-29T18:49:36.428221,{}
R00357,transaction,T00095,merchant,M0015,PURCHASED_AT,2024-04-29T18:49:36.428221,{}
R00358,transaction,T00096,account,A0090,INITIATED_BY,2024-04-05T17:17:31.170405,{}
R00359,transaction,T00096,merchant,M0004,PURCHASED_AT,2024-04-05T17:17:31.170405,{}
R00360,transaction,T00097,account,A0006,INITIATED_BY,2024-03-17T18:24:43.780183,{}
R00361,transaction,T00097,merchant,M0010,PURCHASED_AT,2024-03-17T18:24:43.780183,{}
R00362,transaction,T00098,account,A0064,INITIATED_BY,2024-06-18T16:06:38.191575,{}
R00363,transaction,T00098,merchant,M0015,PURCHASED_AT,2024-06-18T16:06:38.191575,{}
R00364,transaction,T00099,account,A0108,INITIATED_BY,2024-01-09T19:26:59.782138,{}
R00365,transaction,T00099,merchant,M0020,PURCHASED_AT,2024-01-09T19:26:59.782138,{}
R00366,transaction,T00100,account,A0060,INITIATED_BY,2024-02-22T08:33:37.557653,{}
R00367,transaction,T00100,merchant,M0018,PURCHASED_AT,2024-02-22T08:33:37.557653,{}
R00368,transaction,T00101,account,A0083,INITIATED_BY,2024-04-29T11:57:45.968522,{}
R00369,transaction,T00101,merchant,M0008,PURCHASED_AT,2024-04-29T11:57:45.968522,{}
R00370,transaction,T00102,account,A0071,INITIATED_BY,2024-05-13T01:45:41.050455,{}
R00371,transaction,T00102,merchant,M0002,PURCHASED_AT,2024-05-13T01:45:41.050455,{}
R00372,transaction,T00103,account,A0110,INITIATED_BY,2024-06-19T10:15:04.911515,{}
R00373,transaction,T00103,merchant,M0018,PURCHASED_AT,2024-06-19T10:15:04.911515,{}
R00374,transaction,T00104,account,A0082,INITIATED_BY,2024-03-09T03:20:35.011950,{}
R00375,transaction,T00104,merchant,M0023,PURCHASED_AT,2024-03-09T03:20:35.011950,{}
R00376,transaction,T00105,account,A0058,INITIATED_BY,2024-03-24T19:22:52.654303,{}
R00377,transaction,T00105,merchant,M0010,PURCHASED_AT,2024-03-24T19:22:52.654303,{}
R00378,transaction,T00106,account,A0107,INITIATED_BY,2024-02-16T03:42:03.904269,{}
R00379,transaction,T00106,merchant,M0018,PURCHASED_AT,2024-02-16T03:42:03.904269,{}
R00380,transaction,T00107,account,A0116,INITIATED_BY,2024-05-30T02:56:27.250707,{}
R00381,transaction,T00107,merchant,M0028,PURCHASED_AT,2024-05-30T02:56:27.250707,{}
R00382,transaction,T00108,account,A0011,INITIATED_BY,2024-02-09T06:43:11.172762,{}
R00383,transaction,T00108,merchant,M0028,PURCHASED_AT,2024-02-09T06:43:11.172762,{}
R00384,transaction,T00109,account,A0086,INITIATED_BY,2024-04-19T09:31:12.950538,{}
R00385,transaction,T00109,merchant,M0010,PURCHASED_AT,2024-04-19T09:31:12.950538,{}
R00386,transaction,T00110,account,A0062,INITIATED_BY,2024-03-25T09:23:31.206888,{}
R00387,transaction,T00110,merchant,M0018,PURCHASED_AT,2024-03-25T09:23:31.206888,{}
R00388,transaction,T00111,account,A0093,INITIATED_BY,2024-05-25T07:26:07.458670,{}
R00389,transaction,T00111,merchant,M0017,PURCHASED_AT,2024-05-25T07:26:07.458670,{}
R00390,transaction,T00112,account,A0082,INITIATED_BY,2024-01-09T06:35:16.461708,{}
R00391,transaction,T00112,merchant,M0030,PURCHASED_AT,2024-01-09T06:35:16.461708,{}
R00392,transaction,T00113,account,A0005,INITIATED_BY,2024-05-10T07:43:54.687297,{}
R00393,transaction,T00113,merchant,M0009,PURCHASED_AT,2024-05-10T07:43:54.687297,{}
R00394,transaction,T00114,account,A0085,INITIATED_BY,2024-03-31T08:57:56.301884,{}
R00395,transaction,T00114,merchant,M0008,PURCHASED_AT,2024-03-31T08:57:56.301884,{}
R00396,transaction,T00115,account,A0126,INITIATED_BY,2024-01-31T10:48:25.048849,{}
R00397,transaction,T00115,merchant,M0024,PURCHASED_AT,2024-01-31T10:48:25.048849,{}
R00398,transaction,T00116,account,A0140,INITIATED_BY,2024-01-14T10:53:28.706311,{}
R00399,transaction,T00116,merchant,M0016,PURCHASED_AT,2024-01-14T10:53:28.706311,{}
R00400,transaction,T00117,account,A0106,INITIATED_BY,2024-05-07T23:56:40.505020,{}
R00401,transaction,T00117,merchant,M0005,PURCHASED_AT,2024-05-07T23:56:40.505020,{}
R00402,transaction,T00118,account,A0117,INITIATED_BY,2024-01-04T00:39:30.186669,{}
R00403,transaction,T00118,merchant,M0012,PURCHASED_AT,2024-01-04T00:39:30.186669,{}
R00404,transaction,T00119,account,A0074,INITIATED_BY,2024-03-18T22:24:36.066559,{}
R00405,transaction,T00119,merchant,M0001,PURCHASED_AT,2024-03-18T22:24:36.066559,{}
R00406,transaction,T00120,account,A0025,INITIATED_BY,2024-04-05T06:55:29.282083,{}
R00407,transaction,T00120,merchant,M0017,PURCHASED_AT,2024-04-05T06:55:29.282083,{}
R00408,transaction,T00121,account,A0102,INITIATED_BY,2024-04-12T06:22:10.129994,{}
R00409,transaction,T00121,merchant,M0003,PURCHASED_AT,2024-04-12T06:22:10.129994,{}
R00410,transaction,T00122,account,A0021,INITIATED_BY,2024-03-09T06:25:28.579785,{}
R00411,transaction,T00122,merchant,M0021,PURCHASED_AT,2024-03-09T06:25:28.579785,{}
R00412,transaction,T00123,account,A0003,INITIATED_BY,2024-03-19T12:54:12.701394,{}
R00413,transaction,T00123,merchant,M0023,PURCHASED_AT,2024-03-19T12:54:12.701394,{}
R00414,transaction,T00124,account,A0025,INITIATED_BY,2024-02-08T06:23:44.486745,{}
R00415,transaction,T00124,merchant,M0029,PURCHASED_AT,2024-02-08T06:23:44.486745,{}
R00416,transaction,T00125,account,A0012,INITIATED_BY,2024-01-06T22:55:31.198752,{}
R00417,transaction,T00125,merchant,M0030,PURCHASED_AT,2024-01-06T22:55:31.198752,{}
R00418,transaction,T00126,account,A0054,INITIATED_BY,2024-04-12T13:43:37.473625,{}
R00419,transaction,T00126,merchant,M0019,PURCHASED_AT,2024-04-12T13:43:37.473625,{}
R00420,transaction,T00127,account,A0139,INITIATED_BY,2024-05-23T01:55:25.256126,{}
R00421,transaction,T00127,merchant,M0011,PURCHASED_AT,2024-05-23T01:55:25.256126,{}
R00422,transaction,T00128,account,A0089,INITIATED_BY,2024-01-14T18:13:23.747093,{}
R00423,transaction,T00128,merchant,M0002,PURCHASED_AT,2024-01-14T18:13:23.747093,{}
R00424,transaction,T00129,account,A0102,INITIATED_BY,2024-05-21T19:43:59.216632,{}
R00425,transaction,T00129,merchant,M0025,PURCHASED_AT,2024-05-21T19:43:59.216632,{}
R00426,transaction,T00130,account,A0092,INITIATED_BY,2024-05-03T00:35:40.068726,{}
R00427,transaction,T00130,merchant,M0018,PURCHASED_AT,2024-05-03T00:35:40.068726,{}
R00428,transaction,T00131,account,A0076,INITIATED_BY,2024-02-18T12:04:13.807942,{}
R00429,transaction,T00131,merchant,M0026,PURCHASED_AT,2024-02-18T12:04:13.807942,{}
R00430,transaction,T00132,account,A0040,INITIATED_BY,2024-01-17T13:33:53.072123,{}
R00431,transaction,T00132,merchant,M0024,PURCHASED_AT,2024-01-17T13:33:53.072123,{}
R00432,transaction,T00133,account,A0070,INITIATED_BY,2024-03-22T05:46:36.958732,{}
R00433,transaction,T00133,merchant,M0004,PURCHASED_AT,2024-03-22T05:46:36.958732,{}
R00434,transaction,T00134,account,A0027,INITIATED_BY,2024-04-18T01:02:24.965402,{}
R00435,transaction,T00134,merchant,M0001,PURCHASED_AT,2024-04-18T01:02:24.965402,{}
R00436,transaction,T00135,account,A0004,INITIATED_BY,2024-05-11T04:43:17.970554,{}
R00437,transaction,T00135,merchant,M0010,PURCHASED_AT,2024-05-11T04:43:17.970554,{}
R00438,transaction,T00136,account,A0063,INITIATED_BY,2024-01-31T16:18:56.092842,{}
R00439,transaction,T00136,merchant,M0019,PURCHASED_AT,2024-01-31T16:18:56.092842,{}
R00440,transaction,T00137,account,A0127,INITIATED_BY,2024-03-17T05:16:06.830299,{}
R00441,transaction,T00137,merchant,M0005,PURCHASED_AT,2024-03-17T05:16:06.830299,{}
R00442,transaction,T00138,account,A0093,INITIATED_BY,2024-03-23T20:57:03.360032,{}
R00443,transaction,T00138,merchant,M0009,PURCHASED_AT,2024-03-23T20:57:03.360032,{}
R00444,transaction,T00139,account,A0102,INITIATED_BY,2024-06-05T01:23:22.059948,{}
R00445,transaction,T00139,merchant,M0011,PURCHASED_AT,2024-06-05T01:23:22.059948,{}
R00446,transaction,T00140,account,A0035,INITIATED_BY,2024-06-23T14:06:43.785806,{}
R00447,transaction,T00140,merchant,M0010,PURCHASED_AT,2024-06-23T14:06:43.785806,{}
R00448,transaction,T00141,account,A0126,INITIATED_BY,2024-02-20T17:37:25.810466,{}
R00449,transaction,T00141,merchant,M0019,PURCHASED_AT,2024-02-20T17:37:25.810466,{}
R00450,transaction,T00142,account,A0145,INITIATED_BY,2024-05-03T09:21:34.841942,{}
R00451,transaction,T00142,merchant,M0007,PURCHASED_AT,2024-05-03T09:21:34.841942,{}
R00452,transaction,T00143,account,A0119,INITIATED_BY,2024-05-30T11:05:17.437336,{}
R00453,transaction,T00143,merchant,M0023,PURCHASED_AT,2024-05-30T11:05:17.437336,{}
R00454,transaction,T00144,account,A0105,INITIATED_BY,2024-02-13T19:20:23.828503,{}
R00455,transaction,T00144,merchant,M0022,PURCHASED_AT,2024-02-13T19:20:23.828503,{}
R00456,transaction,T00145,account,A0097,INITIATED_BY,2024-04-15T09:16:04.870113,{}
R00457,transaction,T00145,merchant,M0003,PURCHASED_AT,2024-04-15T09:16:04.870113,{}
R00458,transaction,T00146,account,A0108,INITIATED_BY,2024-04-17T11:33:13.802161,{}
R00459,transaction,T00146,merchant,M0018,PURCHASED_AT,2024-04-17T11:33:13.802161,{}
R00460,transaction,T00147,account,A0064,INITIATED_BY,2024-04-20T21:28:22.107536,{}
R00461,transaction,T00147,merchant,M0022,PURCHASED_AT,2024-04-20T21:28:22.107536,{}
R00462,transaction,T00148,account,A0103,INITIATED_BY,2024-01-20T04:13:23.275837,{}
R00463,transaction,T00148,merchant,M0025,PURCHASED_AT,2024-01-20T04:13:23.275837,{}
R00464,transaction,T00149,account,A0131,INITIATED_BY,2024-04-14T02:49:21.252312,{}
R00465,transaction,T00149,merchant,M0024,PURCHASED_AT,2024-04-14T02:49:21.252312,{}
R00466,transaction,T00150,account,A0119,INITIATED_BY,2024-01-28T06:50:09.552094,{}
R00467,transaction,T00150,merchant,M0025,PURCHASED_AT,2024-01-28T06:50:09.552094,{}
R00468,transaction,T00151,account,A0076,INITIATED_BY,2024-03-04T01:08:22.796464,{}
R00469,transaction,T00151,merchant,M0014,PURCHASED_AT,2024-03-04T01:08:22.796464,{}
R00470,transaction,T00152,account,A0053,INITIATED_BY,2024-03-20T07:23:34.209089,{}
R00471,transaction,T00152,merchant,M0017,PURCHASED_AT,2024-03-20T07:23:34.209089,{}
R00472,transaction,T00153,account,A0077,INITIATED_BY,2024-06-02T16:50:16.637841,{}
R00473,transaction,T00153,merchant,M0002,PURCHASED_AT,2024-06-02T16:50:16.637841,{}
R00474,transaction,T00154,account,A0043,INITIATED_BY,2024-04-11T07:59:01.858617,{}
R00475,transaction,T00154,merchant,M0030,PURCHASED_AT,2024-04-11T07:59:01.858617,{}
R00476,transaction,T00155,account,A0104,INITIATED_BY,2024-03-19T05:11:31.420870,{}
R00477,transaction,T00155,merchant,M0021,PURCHASED_AT,2024-03-19T05:11:31.420870,{}
R00478,transaction,T00156,account,A0051,INITIATED_BY,2024-05-07T13:22:17.456625,{}
R00479,transaction,T00156,merchant,M0015,PURCHASED_AT,2024-05-07T13:22:17.456625,{}
R00480,transaction,T00157,account,A0017,INITIATED_BY,2024-03-23T19:35:56.522629,{}
